id,OFFENSE_CODE_GROUP,OCCURRED_ON_DATE,STREET,Lat,Long,Image_Id
21633,Disorderly Conduct,7/12/2018 10:17,WASHINGTON ST,42.286838,-71.071192,5cae691a579dc84342e09534
21634,Larceny From Motor Vehicle,7/11/2018 19:00,JOYCE RD,42.265578,-71.10959,5cae691a579dc84342e094d4
21635,Residential Burglary,7/10/2018 0:00,CANAL ST,42.364895,-71.060502,5cae691a579dc84342e0957b
21636,Restraining Order Violations,7/12/2018 9:30,FESSENDEN ST,42.27856,-71.091997,5cae691a579dc84342e094d4
21637,Auto Theft,7/11/2018 21:03,CHENEY ST,42.309422,-71.085308,5cae691a579dc84342e094d4
21638,Fraud,7/10/2018 0:00,BRAINTREE ST,42.356532,-71.13784,5cae691a579dc84342e094d4
21639,Motor Vehicle Accident Response,7/9/2018 22:30,HARVARD ST,42.296008,-71.083875,5cae691a579dc84342e094d4
21640,Larceny From Motor Vehicle,7/12/2018 8:52,BLUE HILL AVE,42.269947,-71.093803,5cae691a579dc84342e0955a
21641,Residential Burglary,7/12/2018 9:56,EVERETT ST,42.367113,-71.033814,5cae691a579dc84342e094d4
21642,Fraud,7/12/2018 9:34,BORDER ST,42.376203,-71.039799,5cae691a579dc84342e094d4
21643,Medical Assistance,7/12/2018 8:32,HOWLAND ST,42.311659,-71.084244,5cae691a579dc84342e094d4
21644,Property Lost,7/11/2018 14:30,STATE ST,42.359426,-71.052888,5cae691a579dc84342e094d4
21645,Motor Vehicle Accident Response,7/12/2018 8:40,BEACH ST,42.350919,-71.058543,5cae691a579dc84342e094d4
21646,Other,7/11/2018 23:45,ADAMS ST,42.303854,-71.060876,5cae691a579dc84342e094d4
21647,Investigate Person,7/12/2018 8:37,WOODWARD ST,42.33105,-71.055797,5cae691a579dc84342e094d4
21648,Investigate Person,7/12/2018 8:49,GARFIELD AVE,42.246474,-71.120985,5cae691a579dc84342e094d4
21649,Larceny From Motor Vehicle,7/11/2018 18:00,ALMONT ST,42.275277,-71.095542,5cae6919579dc84342e094c6
21650,Evading Fare,7/12/2018 8:26,NEWMARKET SQ,42.32754,-71.065984,5cae691a579dc84342e095bf
21651,Investigate Property,7/11/2018 15:30,HOLMAN ST,42.358726,-71.129828,5cae691a579dc84342e094d4
21652,Larceny From Motor Vehicle,7/12/2018 8:20,ROWE ST,42.280457,-71.120693,5cae691a579dc84342e094d4
21653,Aggravated Assault,7/12/2018 8:20,ROWE ST,42.280457,-71.120693,5cae691a579dc84342e094d4
21654,Simple Assault,7/12/2018 8:20,ROWE ST,42.280457,-71.120693,5cae691a579dc84342e094d4
21655,Verbal Disputes,7/12/2018 7:43,WASHINGTON ST,42.286838,-71.071192,5cae691a579dc84342e09534
21656,Motor Vehicle Accident Response,7/11/2018 19:00,BEACON ST,42.351521,-71.086993,5cae691a579dc84342e094d4
21657,Larceny,7/9/2018 13:10,WASHINGTON ST,42.356801,-71.05893,5cae691a579dc84342e09534
21658,Property Lost,7/7/2018 16:00,CENTRE ST,42.322914,-71.103284,5cae691a579dc84342e0953b
21659,Fraud,4/16/2018 10:00,DUKE ST,42.28118,-71.094421,5cae691a579dc84342e0951b
21660,Counterfeiting,7/12/2018 7:36,CLARENDON ST,42.349392,-71.07458,5cae691a579dc84342e0952e
21661,Medical Assistance,7/12/2018 7:09,WESTVILLE ST,42.30063,-71.06888,5cae691a579dc84342e094d4
21662,Other,7/12/2018 0:42,TREMONT ST,42.33723,-71.084142,5cae691a579dc84342e094f0
21663,Property Lost,1/13/2018 8:00,SAINT BOTOLPH ST,42.346175,-71.079259,5cae691a579dc84342e0954f
21664,Simple Assault,7/12/2018 4:00,STATE ST,42.359426,-71.052888,5cae691a579dc84342e094d4
21665,Larceny From Motor Vehicle,7/12/2018 3:54,TALBOT AVE,42.288638,-71.066316,5cae691a579dc84342e094d4
21666,Medical Assistance,7/12/2018 3:42,HARRISON AVE,42.339542,-71.069409,5cae691a579dc84342e094d4
21667,Medical Assistance,7/12/2018 2:00,STRATTON ST,42.290174,-71.088085,5cae691a579dc84342e0953f
21668,Verbal Disputes,7/12/2018 2:48,KELTON ST,42.347757,-71.138563,5cae691a579dc84342e094d4
21669,Motor Vehicle Accident Response,7/12/2018 1:30,PATTERSON WAY,42.330425,-71.052378,5cae691a579dc84342e094d4
21670,Disorderly Conduct,7/12/2018 0:05,ADAMS ST,42.303854,-71.060876,5cae691a579dc84342e094d4
21671,Larceny From Motor Vehicle,7/12/2018 1:48,DUNCAN ST,42.303331,-71.05879,5cae691a579dc84342e094d4
21672,Medical Assistance,7/12/2018 1:30,LAMARTINE ST,42.319201,-71.103363,5cae691a579dc84342e094d4
21673,Investigate Person,7/12/2018 1:44,SEAVER ST,42.365809,-71.03381,5cae691a579dc84342e094da
21674,Vandalism,7/12/2018 1:56,WENTWORTH TER,42.286494,-71.074068,5cae691a579dc84342e094d4
21675,Missing Person Located,7/12/2018 0:07,GLENDALE ST,42.313031,-71.069326,5cae691a579dc84342e094d4
21676,Larceny From Motor Vehicle,7/12/2018 0:20,HARRISON AVE,42.352302,-71.061333,5cae691a579dc84342e094d4
21677,Missing Person Reported,7/12/2018 1:18,ATHELWOLD ST,42.296039,-71.07717,5cae691a579dc84342e094d4
21678,Missing Person Located,7/12/2018 1:18,ATHELWOLD ST,42.296039,-71.07717,5cae691a579dc84342e094d4
21679,Missing Person Reported,7/11/2018 21:30,DORCHESTER ST,42.332227,-71.051992,5cae691a579dc84342e094d4
21683,Other,7/12/2018 0:13,JERSEY ST,42.343266,-71.097193,5cae691a579dc84342e094d4
21684,Motor Vehicle Accident Response,7/12/2018 0:13,JERSEY ST,42.343266,-71.097193,5cae691a579dc84342e094d4
21685,Other,7/12/2018 0:13,JERSEY ST,42.343266,-71.097193,5cae691a579dc84342e094d4
21686,Violations,7/12/2018 0:13,JERSEY ST,42.343266,-71.097193,5cae691a579dc84342e094d4
21687,Verbal Disputes,7/11/2018 23:38,RUGBY RD,42.270602,-71.103606,5cae691a579dc84342e094d4
21688,Simple Assault,7/11/2018 23:38,WASHINGTON ST,42.286838,-71.071192,5cae691a579dc84342e09534
21689,Motor Vehicle Accident Response,7/11/2018 20:49,AUSTIN ST,42.374191,-71.067629,5cae691a579dc84342e094d4
21690,Medical Assistance,7/11/2018 23:19,GOVE ST,42.372159,-71.038524,5cae691a579dc84342e094d4
21691,Medical Assistance,7/11/2018 23:12,EVANS ST,42.281455,-71.08351,5cae691a579dc84342e094d4
21692,Simple Assault,7/11/2018 23:00,WASHINGTON ST,42.355919,-71.060005,5cae691a579dc84342e09534
21693,Missing Person Reported,7/11/2018 21:30,YAWKEY WAY,42.346538,-71.098806,5cae691a579dc84342e094d4
21694,Verbal Disputes,7/11/2018 22:58,IFFLEY RD,42.312366,-71.099337,5cae691a579dc84342e094d4
21695,Motor Vehicle Accident Response,7/11/2018 22:42,CENTRE ST,42.322903,-71.102204,5cae691a579dc84342e0953b
21696,Aggravated Assault,7/11/2018 22:57,RIVER ST,42.267264,-71.094611,5cae691a579dc84342e0954d
21697,Aggravated Assault,7/11/2018 22:29,ATHELWOLD ST,42.296039,-71.07717,5cae691a579dc84342e094d4
21698,Missing Person Located,7/11/2018 22:31,MERCIER AVE,42.282797,-71.066059,5cae691a579dc84342e094d4
21699,Missing Person Located,7/11/2018 22:28,GREENWOOD CIR,42.264856,-71.11999,5cae691a579dc84342e094d4
21700,Larceny,7/11/2018 21:30,CONGRESS ST,42.354157,-71.054126,5cae691a579dc84342e094d4
21701,Investigate Person,7/11/2018 21:25,ALLSTATE RD,42.326966,-71.061986,5cae691a579dc84342e094ce
21702,Medical Assistance,7/11/2018 21:45,GLENWAY ST,42.299974,-71.082061,5cae691a579dc84342e094d4
21703,Larceny,7/11/2018 11:45,ALLEGHANY ST,42.33057,-71.099591,5cae691a579dc84342e094d4
21704,Larceny,7/11/2018 21:09,BROOKLINE AVE,42.344886,-71.100978,5cae691a579dc84342e094d4
21705,Drug Violation,7/11/2018 21:21,N BEACON ST,42.355282,-71.145661,5cae691a579dc84342e094d4
21706,Verbal Disputes,7/11/2018 21:19,BLUE HILL AVE,42.323244,-71.076425,5cae691a579dc84342e0955a
21707,Larceny,7/11/2018 20:07,DORCHESTER AVE,42.313224,-71.057153,5cae691a579dc84342e09556
21708,Medical Assistance,7/11/2018 20:30,TRUMAN PKWY,42.244407,-71.12621,5cae691a579dc84342e09510
21709,Missing Person Located,7/11/2018 20:30,KILMARNOCK ST,42.343535,-71.099801,5cae691a579dc84342e094d4
21710,Missing Person Reported,7/11/2018 20:30,KILMARNOCK ST,42.343535,-71.099801,5cae691a579dc84342e094d4
21711,Investigate Property,7/11/2018 21:18,FOSTER ST,42.344323,-71.157784,5cae691a579dc84342e094d4
21712,Medical Assistance,7/11/2018 21:08,HARRISON AVE,42.339542,-71.069409,5cae691a579dc84342e094d4
21713,Verbal Disputes,7/11/2018 20:39,RANSOM RD,42.343052,-71.145249,5cae691a579dc84342e094d4
21714,Investigate Person,5/29/2018 4:30,DORCHESTER AVE,42.287179,-71.063907,5cae691a579dc84342e09556
21715,Vandalism,7/8/2018 17:30,BEECH GLEN ST,42.324639,-71.095314,5cae691a579dc84342e094d4
21716,Medical Assistance,7/11/2018 20:45,HOLIDAY ST,42.302448,-71.06878,5cae691a579dc84342e09512
21717,Motor Vehicle Accident Response,7/11/2018 21:11,HOMESTEAD ST,42.311277,-71.089093,5cae691a579dc84342e094d4
21718,Simple Assault,7/11/2018 17:30,MONSIGNOR REYNOLDS WAY,42.340559,-71.070228,5cae691a579dc84342e094d4
21720,Investigate Property,7/11/2018 19:38,BOSTON ST,42.326921,-71.058419,5cae691a579dc84342e094d4
21721,Towed,7/11/2018 19:45,ROYAL ST,42.357511,-71.129965,5cae691a579dc84342e094d4
21722,Simple Assault,7/11/2018 19:52,BOYLSTON ST,42.349802,-71.07841,5cae691a579dc84342e095c3
21723,Disorderly Conduct,7/11/2018 19:52,BOYLSTON ST,42.349802,-71.07841,5cae691a579dc84342e095c3
21724,Vandalism,7/11/2018 20:01,SENATOR BOLLING CIR,42.291667,-71.091021,5cae691a579dc84342e094d4
21725,Drug Violation,7/11/2018 20:38,BLUE HILL AVE,42.284826,-71.091374,5cae691a579dc84342e0955a
21726,Motor Vehicle Accident Response,7/11/2018 18:30,HOMESTEAD ST,42.311905,-71.090495,5cae691a579dc84342e094d4
21727,Drug Violation,7/11/2018 19:02,BEACH ST,42.351084,-71.059395,5cae691a579dc84342e094d4
21729,Motor Vehicle Accident Response,6/26/2018 0:00,COLUMBIA RD,42.303506,-71.08456,5cae691a579dc84342e094ee
21730,Motor Vehicle Accident Response,7/11/2018 19:29,RIVER ST,42.271361,-71.081008,5cae691a579dc84342e0954d
21731,Police Service Incidents,7/2/2018 14:00,SAINT STEPHEN ST,42.341505,-71.088337,5cae691a579dc84342e094d4
21732,Vandalism,7/11/2018 19:02,BRINSLEY ST,42.305181,-71.078803,5cae691a579dc84342e094d4
21733,Investigate Person,7/5/2018 13:00,BABCOCK ST,42.352695,-71.121096,5cae691a579dc84342e094d4
21734,Larceny From Motor Vehicle,7/10/2018 16:00,ADAMS ST,42.292175,-71.057354,5cae691a579dc84342e094d4
21735,Vandalism,7/8/2018 23:00,LANARK RD,42.339813,-71.146303,5cae691a579dc84342e094d4
21736,Larceny From Motor Vehicle,7/10/2018 16:00,ADAMS ST,42.292175,-71.057354,5cae691a579dc84342e094d4
21737,Warrant Arrests,7/11/2018 19:16,COLUMBIA RD,42.313634,-71.06778,5cae691a579dc84342e094ee
21738,Aggravated Assault,7/10/2018 22:00,BURBANK ST,42.344474,-71.088893,5cae691a579dc84342e094d4
21739,Motor Vehicle Accident Response,7/11/2018 19:53,MAIN ST,42.384156,-71.072573,5cae691a579dc84342e094d4
21740,Larceny,7/11/2018 19:31,COLUMBIA RD,42.308894,-71.074105,5cae691a579dc84342e094ee
21741,Property Lost,7/4/2018 19:47,BOYLSTON ST,42.315766,-71.102701,5cae691a579dc84342e095c3
21742,Drug Violation,7/11/2018 0:00,WASHINGTON ST,42.328663,-71.085634,5cae691a579dc84342e09534
21743,Harassment,7/11/2018 19:00,BEECH ST,42.279667,-71.139127,5cae691a579dc84342e09541
21744,Investigate Property,7/11/2018 7:55,DANVILLE ST,42.280558,-71.151946,5cae691a579dc84342e094d4
21745,Simple Assault,7/11/2018 18:53,MONADNOCK ST,42.316339,-71.0688,5cae691a579dc84342e094d4
21746,Auto Theft,7/8/2018 20:00,CUSHING AVE,42.314759,-71.064609,5cae691a579dc84342e094d4
21747,Robbery,7/11/2018 19:29,MAIN ST,42.375153,-71.064099,5cae691a579dc84342e094d4
21748,Larceny From Motor Vehicle,7/8/2018 17:00,PLAYSTEAD RD,42.309613,-71.051732,5cae691a579dc84342e094d4
21749,Larceny,7/9/2018 9:00,BERKELEY ST,42.351451,-71.07315,5cae691a579dc84342e094d4
21750,Motor Vehicle Accident Response,7/11/2018 19:19,LIBERTY DR,42.354128,-71.044607,5cae691a579dc84342e094d4
21751,Disorderly Conduct,7/11/2018 18:30,WASHINGTON ST,42.358325,-71.057849,5cae691a579dc84342e09534
21752,Property Lost,7/11/2018 19:10,GENERAL JOZEF PILSUDSKI W,42.330398,-71.05127,5cae691a579dc84342e094d4
21753,Missing Person Located,7/11/2018 18:04,COSTELLO CIR,42.339711,-71.053212,5cae691a579dc84342e094d4
21754,Missing Person Reported,7/11/2018 18:04,COSTELLO CIR,42.339711,-71.053212,5cae691a579dc84342e094d4
21755,Investigate Property,7/11/2018 0:00,HYDE PARK AVE,42.256216,-71.124019,5cae691a579dc84342e094d4
21756,Medical Assistance,7/11/2018 17:58,ROBINWOOD AVE,42.316687,-71.112612,5cae691a579dc84342e094d4
21757,Motor Vehicle Accident Response,7/11/2018 18:32,ADAMS ST,42.306361,-71.061954,5cae691a579dc84342e094d4
21758,Property Found,7/11/2018 15:48,CHAUNCY ST,42.354081,-71.059774,5cae691a579dc84342e094d4
21759,Motor Vehicle Accident Response,7/11/2018 17:23,CAMBRIDGE ST,42.382392,-71.078906,5cae691a579dc84342e095a0
21760,Medical Assistance,7/11/2018 17:56,BENNINGTON ST,42.385121,-71.011501,5cae691a579dc84342e094d4
21761,Restraining Order Violations,7/11/2018 18:08,CANTERBURY ST,42.278688,-71.117344,5cae691a579dc84342e094d4
21762,Medical Assistance,7/11/2018 16:23,BLUE HILL AVE,42.288633,-71.089904,5cae691a579dc84342e0955a
21763,Property Lost,7/11/2018 13:00,HARRISON AVE,42.339542,-71.069409,5cae691a579dc84342e094d4
21764,Harassment,7/11/2018 18:31,BOSTON ST,42.328949,-71.057397,5cae691a579dc84342e094d4
21765,Larceny From Motor Vehicle,7/10/2018 23:00,ANNUNCIATION RD,42.335062,-71.093168,5cae691a579dc84342e0952a
21766,Larceny From Motor Vehicle,7/10/2018 22:00,KING ST,42.293438,-71.055821,5cae691a579dc84342e094d4
21767,Other,7/11/2018 17:50,WINTER PL,42.355654,-71.061433,5cae691a579dc84342e094d4
21768,Fraud,7/11/2018 9:00,CENTRE ST,42.322594,-71.106196,5cae691a579dc84342e0953b
21769,Firearm Violations,7/11/2018 0:00,WASHINGTON ST,42.328663,-71.085634,5cae691a579dc84342e09534
21770,Investigate Person,7/11/2018 17:29,DORCHESTER AVE,42.295572,-71.061521,5cae691a579dc84342e09556
21771,Motor Vehicle Accident Response,7/11/2018 17:34,DORCHESTER AVE,42.289071,-71.063381,5cae691a579dc84342e09556
21772,Motor Vehicle Accident Response,7/11/2018 16:53,DUDLEY ST,42.328491,-71.081213,5cae691a579dc84342e094d4
21773,Motor Vehicle Accident Response,7/11/2018 17:45,ARBORWAY,42.301329,-71.109633,5cae691a579dc84342e094d4
21774,Vandalism,7/9/2018 17:00,POND ST,42.315,-71.115308,5cae691a579dc84342e094d4
21775,Motor Vehicle Accident Response,7/11/2018 17:16,NORFOLK ST,42.28828,-71.076527,5cae691a579dc84342e0951d
21776,Drug Violation,7/11/2018 16:45,MASSACHUSETTS AVE,42.331521,-71.070853,5cae691a579dc84342e094d2
21777,Motor Vehicle Accident Response,7/11/2018 0:45,COLUMBUS AVE,42.346575,-71.074387,5cae691a579dc84342e0950c
21778,Medical Assistance,7/11/2018 17:13,SHERIDAN ST,42.320082,-71.106632,5cae691a579dc84342e094d4
21779,Verbal Disputes,7/11/2018 17:18,SHAWMUT AVE,42.331518,-71.084443,5cae691a579dc84342e094d4
21780,Simple Assault,7/11/2018 16:22,MASSACHUSETTS AVE,42.324118,-71.064613,5cae691a579dc84342e094d2
21781,Motor Vehicle Accident Response,7/7/2018 14:00,AMERICAN LEGION HWY,42.284467,-71.111831,5cae691a579dc84342e094d4
21782,Motor Vehicle Accident Response,7/11/2018 16:34,HOWARD AVE,42.313487,-71.075445,5cae691a579dc84342e094d4
21783,Medical Assistance,7/11/2018 16:52,MASSACHUSETTS AVE,42.325538,-71.065796,5cae691a579dc84342e094d2
21784,Larceny,7/11/2018 16:52,WASHINGTON ST,42.355123,-71.06088,5cae691a579dc84342e09534
21785,Other,7/11/2018 16:52,WASHINGTON ST,42.355123,-71.06088,5cae691a579dc84342e09534
21786,Warrant Arrests,7/11/2018 16:52,WASHINGTON ST,42.355123,-71.06088,5cae691a579dc84342e09534
21787,Recovered Stolen Property,7/11/2018 16:52,WASHINGTON ST,42.355123,-71.06088,5cae691a579dc84342e09534
21790,Larceny,7/11/2018 17:11,WINSTON RD,42.285088,-71.087895,5cae691a579dc84342e094d4
21791,Aggravated Assault,7/11/2018 16:50,ASHMONT ST,42.289698,-71.049953,5cae691a579dc84342e094d4
21792,Other,7/11/2018 16:31,CUMMINS HWY,42.270222,-71.098927,5cae691a579dc84342e094d4
21793,Larceny From Motor Vehicle,7/11/2018 13:00,DEGAUTIER WAY,42.330247,-71.080778,5cae691a579dc84342e094d4
21794,Larceny,7/11/2018 16:20,FANEUIL HALL MARKETPLACE,42.35998,-71.054741,5cae691a579dc84342e094d4
21795,Investigate Person,7/11/2018 17:03,ARMANDINE ST,42.284315,-71.074108,5cae691a579dc84342e094d4
21796,Larceny,7/11/2018 17:02,CHARLES ST,42.363397,-71.070224,5cae691a579dc84342e094d4
21797,Medical Assistance,7/11/2018 15:54,SCHOOL ST,42.360229,-71.142715,5cae691a579dc84342e094d4
21798,Motor Vehicle Accident Response,7/11/2018 16:35,TALBOT AVE,42.290721,-71.073734,5cae691a579dc84342e094d4
21799,Investigate Property,7/6/2018 16:59,F ST,42.335334,-71.049501,5cae691a579dc84342e094d4
21800,Larceny,7/11/2018 15:51,NEWBURY ST,42.348406,-71.086883,5cae691a579dc84342e094d4
21801,Other,7/11/2018 16:17,E NINTH ST,42.332143,-71.051214,5cae691a579dc84342e094d4
21802,Motor Vehicle Accident Response,7/11/2018 16:54,CONDOR ST,42.38258,-71.031842,5cae691a579dc84342e094d4
21803,Property Lost,7/11/2018 16:50,TREMONT ST,42.355942,-71.062583,5cae691a579dc84342e094f0
21804,Fraud,7/11/2018 16:49,RIVER ST,42.271483,-71.075644,5cae691a579dc84342e0954d
21805,Drug Violation,7/11/2018 15:30,SOUTHAMPTON ST,42.332108,-71.070144,5cae691a579dc84342e09583
21806,Fraud,7/7/2018 16:50,NORFOLK ST,42.279671,-71.088878,5cae691a579dc84342e0951d
21807,Medical Assistance,7/11/2018 14:55,SUMMER ST,42.353325,-71.057276,5cae691a579dc84342e094d4
21808,Investigate Property,7/11/2018 16:12,BOWDOIN ST,42.303697,-71.071049,5cae691a579dc84342e094d4
21809,Property Lost,7/11/2018 11:00,BERKELEY ST,42.349322,-71.072102,5cae691a579dc84342e094d4
21810,Larceny,7/11/2018 16:25,DEERING RD,42.28414,-71.093051,5cae691a579dc84342e094d4
21811,Vandalism,7/11/2018 16:22,OLD COLONY AVE,42.325574,-71.052481,5cae691a579dc84342e0958f
21812,Investigate Property,7/11/2018 16:18,YAWKEY WAY,42.346538,-71.098806,5cae691a579dc84342e094d4
21813,Fraud,7/11/2018 14:00,EDGEMERE RD,42.258676,-71.151165,5cae691a579dc84342e094d4
21814,Investigate Property,7/11/2018 16:12,LEGENDS WAY,42.366435,-71.061354,5cae691a579dc84342e094d4
21815,Other,7/11/2018 15:43,HARTWELL ST,42.309364,-71.084168,5cae691a579dc84342e094d4
21816,Simple Assault,7/11/2018 15:43,HARTWELL ST,42.309364,-71.084168,5cae691a579dc84342e094d4
21817,Medical Assistance,7/11/2018 15:42,BENNINGTON ST,42.379008,-71.027907,5cae691a579dc84342e094d4
21818,Drug Violation,7/11/2018 15:43,WASHINGTON ST,42.349056,-71.150498,5cae691a579dc84342e09534
21819,Drug Violation,7/11/2018 15:39,WASHINGTON ST,42.349056,-71.150498,5cae691a579dc84342e09534
21820,Medical Assistance,7/11/2018 15:01,HARLEM ST,42.300217,-71.080979,5cae691a579dc84342e094d4
21821,Other,7/11/2018 13:34,BEACON ST,42.358255,-71.061735,5cae691a579dc84342e094d4
21822,Investigate Person,7/11/2018 14:44,BOYLSTON ST,42.352312,-71.063705,5cae691a579dc84342e095c3
21823,Missing Person Reported,7/11/2018 15:01,WOODFORD ST,42.318361,-71.071063,5cae691a579dc84342e094d4
21824,Missing Person Located,7/11/2018 15:01,WOODFORD ST,42.318361,-71.071063,5cae691a579dc84342e094d4
21825,Property Lost,7/9/2018 9:00,DALTON ST,42.346343,-71.08482,5cae691a579dc84342e094d4
21826,Fraud,7/11/2018 15:24,MONTFERN AVE,42.351053,-71.164512,5cae691a579dc84342e094d4
21827,Larceny,7/11/2018 13:43,MESSINGER ST,42.273257,-71.099203,5cae691a579dc84342e094d4
21828,Simple Assault,7/4/2018 2:00,DARTMOUTH ST,42.346404,-71.075513,5cae691a579dc84342e094d4
21829,Investigate Person,7/11/2018 14:07,HAZELWOOD ST,42.317449,-71.08487,5cae691a579dc84342e094d4
21830,Fraud,6/17/2018 0:00,FARNHAM ST,42.330465,-71.074429,5cae691a579dc84342e094d4
21831,Drug Violation,7/11/2018 13:30,MASSACHUSETTS AVE,42.331521,-71.070853,5cae691a579dc84342e094d2
21833,Medical Assistance,7/11/2018 14:33,BORDER ST,42.370808,-71.042927,5cae691a579dc84342e094d4
21834,Vandalism,7/11/2018 3:00,DAMRELL ST,42.332673,-71.05485,5cae691a579dc84342e094d4
21835,Towed,7/11/2018 10:05,CHESTNUT ST,42.356771,-71.070985,5cae691a579dc84342e094d4
21836,Service,7/11/2018 13:55,NEWBURY ST,42.348406,-71.086883,5cae691a579dc84342e094d4
21837,Vandalism,7/11/2018 14:39,SHELBY ST,42.380278,-71.027537,5cae691a579dc84342e094d4
21838,Larceny From Motor Vehicle,7/11/2018 13:19,MYSTIC ST,42.380031,-71.062483,5cae691a579dc84342e094d4
21839,Medical Assistance,7/11/2018 12:23,SENATOR BOLLING CIR,42.289131,-71.09293,5cae691a579dc84342e094d4
21840,Investigate Person,7/11/2018 6:00,ROCKLAND ST,42.322242,-71.084327,5cae691a579dc84342e094d4
21841,Residential Burglary,7/11/2018 6:00,ROCKLAND ST,42.322242,-71.084327,5cae691a579dc84342e094d4
21842,Property Found,7/11/2018 14:25,FAIRMOUNT AVE,42.247639,-71.113148,5cae691a579dc84342e094d4
21843,Landlord/Tenant Disputes,7/11/2018 12:25,LATTIMORE CT,42.336766,-71.082051,5cae691a579dc84342e094d4
21844,Larceny,7/7/2018 0:00,TREMONT ST,42.339528,-71.08,5cae691a579dc84342e094f0
21845,Counterfeiting,7/7/2018 0:00,TREMONT ST,42.339528,-71.08,5cae691a579dc84342e094f0
21846,Medical Assistance,7/11/2018 12:55,SAINT CASIMIR ST,42.339368,-71.053158,5cae691a579dc84342e094d4
21847,Other,7/10/2018 18:00,NORTHAMPTON ST,42.333951,-71.075389,5cae691a579dc84342e094d4
21848,Medical Assistance,7/11/2018 13:58,NEW SUDBURY ST,42.361839,-71.059765,5cae691a579dc84342e094d4
21849,Investigate Property,7/11/2018 8:00,E ST,42.342451,-71.04387,5cae691a579dc84342e094d4
21850,Recovered Stolen Property,7/11/2018 13:24,ACADEMY HILL RD,42.347747,-71.153455,5cae691a579dc84342e094d4
21851,Medical Assistance,7/11/2018 12:25,KITTREDGE ST,42.284743,-71.129533,5cae691a579dc84342e094d4
21852,Larceny,7/11/2018 12:03,BOYLSTON ST,42.344126,-71.099428,5cae691a579dc84342e095c3
21853,Motor Vehicle Accident Response,7/11/2018 13:45,MENTON ST,42.272984,-71.07805,5cae691a579dc84342e094d4
21854,Property Lost,7/3/2018 14:30,BLUE HILL AVE,42.306383,-71.084356,5cae691a579dc84342e0955a
21855,Investigate Person,7/11/2018 13:12,WASHINGTON ST,42.290934,-71.123322,5cae691a579dc84342e09534
21856,Other,7/11/2018 13:04,WALNUT ST,42.252599,-71.121187,5cae691a579dc84342e094d4
21857,Landlord/Tenant Disputes,7/11/2018 12:14,SPRING VALLEY RD,42.275626,-71.168445,5cae691a579dc84342e094d4
21858,Larceny,7/11/2018 12:34,CONGRESS ST,42.361561,-71.057582,5cae691a579dc84342e094d4
21859,Aggravated Assault,7/11/2018 12:51,HAMMOND ST,42.335954,-71.083014,5cae691a579dc84342e094d4
21860,Motor Vehicle Accident Response,7/10/2018 15:55,AUSTIN ST,42.375072,-71.065175,5cae691a579dc84342e094d4
21861,Motor Vehicle Accident Response,7/11/2018 12:22,WASHINGTON ST,42.316671,-71.097437,5cae691a579dc84342e09534
21862,Warrant Arrests,7/11/2018 13:01,NEW SUDBURY ST,42.361839,-71.059765,5cae691a579dc84342e094d4
21863,Medical Assistance,7/11/2018 10:26,ROCKLAND ST,42.25662,-71.157181,5cae691a579dc84342e094d4
21864,Medical Assistance,7/11/2018 12:11,WALTER ST,42.289365,-71.133745,5cae691a579dc84342e094d4
21865,Verbal Disputes,7/11/2018 12:20,ROBESON ST,42.309992,-71.100484,5cae691a579dc84342e094d4
21866,Residential Burglary,7/11/2018 12:27,DANA AVE,42.253267,-71.12386,5cae691a579dc84342e094d4
21867,Vandalism,7/11/2018 12:27,DANA AVE,42.253267,-71.12386,5cae691a579dc84342e094d4
21868,Simple Assault,7/11/2018 12:27,DANA AVE,42.253267,-71.12386,5cae691a579dc84342e094d4
21869,Larceny From Motor Vehicle,7/11/2018 12:00,MERIDIAN ST,42.376735,-71.039141,5cae691a579dc84342e094d4
21870,Investigate Person,7/11/2018 11:59,ARBORWAY,42.301329,-71.109633,5cae691a579dc84342e094d4
21871,Violations,7/11/2018 12:28,MORTON ST,42.280984,-71.085283,5cae691a579dc84342e094d4
21872,Vandalism,7/11/2018 6:00,KENWOOD ST,42.291913,-71.070494,5cae691a579dc84342e094d4
21873,Fraud,7/4/2018 13:45,HOLWORTHY ST,42.316321,-71.08923,5cae691a579dc84342e094d4
21874,Other,7/11/2018 11:22,WHITING ST,42.324229,-71.081406,5cae691a579dc84342e094d4
21875,Medical Assistance,7/11/2018 11:12,WARREN AVE,42.251722,-71.116059,5cae691a579dc84342e094d4
21876,Medical Assistance,7/11/2018 10:23,NORTHAMPTON ST,42.333951,-71.075389,5cae691a579dc84342e094d4
21877,Simple Assault,7/11/2018 11:29,SOUTH ST,42.292673,-71.123293,5cae691a579dc84342e094d4
21878,Fraud,7/5/2018 0:00,HUDSON ST,42.350742,-71.060061,5cae691a579dc84342e094d4
21879,Medical Assistance,7/11/2018 11:17,ROSSETER ST,42.303765,-71.07484,5cae691a579dc84342e094d4
21880,Investigate Person,7/11/2018 10:12,CENTRE ST,42.329554,-71.093574,5cae691a579dc84342e0953b
21881,Restraining Order Violations,7/10/2018 16:30,TRUMAN PKWY,42.251883,-71.119152,5cae691a579dc84342e09510
21882,Property Lost,7/9/2018 20:00,TORPIE ST,42.333271,-71.102778,5cae691a579dc84342e094d4
